date,stock,score,entry_price,fwd_ret_3d,fwd_ret_5d,fwd_ret_10d,mae_5d,bucket
2026-01-07,NATCOPHARM,75,944.5,-9.33,-5.72,-11.24,-9.33,70-79
2026-01-07,GLENMARK,80,2113.1,-4.52,-4.82,-8.13,-5.01,80-89
2026-01-07,AUROPHARMA,75,1235.4,-5.06,-4.48,-7.29,-5.48,70-79
2026-01-07,IPCALAB,80,1514.2,0.9,0.18,-1.89,-0.42,80-89
2026-01-07,ALKEM,85,5760.07,1.04,0.41,-0.83,-0.23,80-89
2026-01-07,AJANTPHARM,55,2854.0,-4.36,-5.17,-4.78,-5.17,50-59
2026-01-07,LUPIN,65,2214.3,-1.17,-0.83,-3.32,-1.59,60-69
2026-01-07,BDL,50,1534.04,-0.42,-1.68,-7.81,-1.68,50-59
2026-01-07,PERSISTENT,60,6490.22,-2.89,-3.68,-4.17,-3.68,60-69
2026-01-07,TATAELXSI,70,5749.89,-2.73,-5.95,-8.64,-5.95,70-79
2026-01-07,DELHIVERY,65,422.25,-6.36,-4.4,-10.36,-6.36,60-69
2026-01-07,TATACONSUM,60,1202.43,-1.67,-3.4,-4.04,-3.4,60-69
2026-01-07,DABUR,60,520.9,0.6,-1.37,-0.9,-1.37,60-69
2026-01-07,VOLTAS,65,1502.88,-2.61,-4.49,-14.39,-4.49,60-69
2026-01-07,APOLLOTYRE,55,513.97,-2.68,2.01,-3.0,-2.68,50-59
2026-01-07,MUTHOOTFIN,65,3926.9,-1.29,-0.56,-1.35,-3.51,60-69
2026-01-07,MANAPPURAM,55,318.85,-8.03,-3.41,-6.67,-10.64,50-59
2026-01-07,IDFCFIRSTB,50,84.4,0.44,-1.58,-3.42,-1.71,50-59
2026-01-07,INDIANB,65,846.57,-4.39,-2.11,-1.63,-5.42,60-69
2026-01-07,THERMAX,50,3056.82,-3.91,-3.18,-5.25,-3.91,50-59
2026-01-07,POLYCAB,50,7859.71,-3.39,-7.26,-11.68,-7.26,50-59
2026-01-07,BLUESTARCO,60,1842.7,-2.68,-1.66,-7.0,-2.69,60-69
2026-01-08,ICICIBANK,65,1435.0,0.14,-1.16,-6.24,-2.14,60-69
2026-01-08,SBIN,55,980.33,3.05,3.04,5.05,0.25,50-59
2026-01-08,ULTRACEMCO,50,12064.0,-0.17,1.58,2.49,-1.05,50-59
2026-01-08,BAJAJ-AUTO,55,9625.04,-2.12,-1.85,-4.0,-2.76,50-59
2026-01-08,TATASTEEL,65,176.48,1.36,5.07,4.99,-0.95,60-69
2026-01-08,PIDILITIND,60,1500.8,-0.13,-0.37,-3.2,-1.1,60-69
2026-01-08,SBILIFE,60,2080.01,-0.02,-0.68,-2.92,-0.68,60-69
2026-01-08,BEL,55,413.89,-0.47,0.47,0.4,-0.47,50-59
2026-01-08,BANKBARODA,50,290.16,0.77,2.72,1.92,0.37,50-59
2026-01-08,PFC,50,359.03,1.12,1.75,-0.21,-1.79,50-59
2026-01-08,HINDALCO,50,903.95,3.58,5.69,4.48,-0.33,50-59
2026-01-08,RECLTD,60,363.41,-1.21,-0.4,-1.4,-2.1,60-69
2026-01-08,ICICIPRULI,70,678.99,0.01,-1.78,-4.14,-1.78,70-79
2026-01-08,EICHERMOT,55,7551.0,-1.95,-2.56,-6.65,-2.56,50-59
2026-01-08,BRITANNIA,50,6033.5,-1.91,-2.1,-1.68,-2.1,50-59
2026-01-08,MARICO,60,758.8,-0.36,-1.19,-0.93,-1.19,60-69
2026-01-08,IPCALAB,75,1544.0,-2.34,-2.21,-5.26,-2.34,70-79
2026-01-08,LAURUSLABS,50,1099.81,-3.87,-0.94,-8.64,-5.24,50-59
2026-01-08,ALKEM,75,5746.67,1.22,0.75,-0.73,0.1,70-79
2026-01-08,AJANTPHARM,60,2838.4,-3.8,-5.55,-4.89,-5.55,60-69
2026-01-08,LUPIN,55,2190.9,-0.54,0.23,-1.26,-0.54,50-59
2026-01-08,NHPC,50,80.71,-0.91,-1.07,-5.74,-1.07,50-59
2026-01-08,PERSISTENT,50,6421.47,-1.35,-2.65,-1.92,-2.65,50-59
2026-01-08,TATAELXSI,70,5615.79,1.34,-3.7,-4.42,-3.7,70-79
2026-01-08,DABUR,70,519.45,0.5,-1.1,1.14,-1.1,70-79
2026-01-08,BHARATFORG,55,1448.05,0.43,0.23,-3.12,-0.66,50-59
2026-01-08,APOLLOTYRE,65,516.35,0.11,1.54,-3.1,-3.13,60-69
2026-01-08,BALKRISIND,70,2371.58,0.85,2.14,2.14,-0.66,70-79
2026-01-08,MUTHOOTFIN,50,3821.49,1.88,2.19,0.21,-0.85,50-59
2026-01-08,IDFCFIRSTB,75,86.07,-3.61,-3.49,-2.17,-3.61,70-79
2026-01-08,THERMAX,50,3048.95,-3.18,-2.98,-4.6,-3.66,50-59
2026-01-08,HAVELLS,60,1471.84,-3.5,-3.14,-11.59,-3.5,60-69
2026-01-08,TORNTPOWER,75,1341.11,-0.97,-1.07,-2.82,-2.82,70-79
2026-01-09,ICICIBANK,65,1404.3,1.0,0.46,-4.34,0.46,60-69
2026-01-09,SBIN,55,982.79,2.78,4.18,2.9,1.46,50-59
2026-01-09,HCLTECH,55,1618.47,0.43,2.94,3.49,0.22,50-59
2026-01-09,AXISBANK,50,1272.0,2.11,1.75,-1.1,-0.79,50-59
2026-01-09,ASIANPAINT,50,2801.2,-0.41,-2.43,-4.31,-2.43,50-59
2026-01-09,COALINDIA,50,412.89,3.31,3.02,0.01,2.52,50-59
2026-01-09,NESTLEIND,55,1292.12,0.62,1.29,-0.41,0.62,50-59
2026-01-09,PIDILITIND,60,1484.3,0.74,-0.52,-2.45,-0.52,60-69
2026-01-09,BEL,80,416.88,-0.25,-2.01,-1.9,-2.01,80-89
2026-01-09,BANKBARODA,65,291.23,2.34,2.53,-1.5,0.4,60-69
2026-01-09,BOSCHLTD,60,37995.0,-1.42,-3.05,-7.19,-3.05,60-69
2026-01-09,TVSMOTOR,55,3746.11,-1.83,-2.43,-5.57,-2.43,50-59
2026-01-09,EICHERMOT,55,7507.0,-1.98,-2.56,-7.11,-2.56,50-59
2026-01-09,TORNTPHARM,70,3928.6,1.02,1.38,-0.79,-0.58,70-79
2026-01-09,IPCALAB,65,1575.0,-3.68,-5.57,-7.63,-5.57,60-69
2026-01-09,ALKEM,70,5752.62,0.54,-0.88,-0.78,-0.88,70-79
2026-01-09,LUPIN,65,2182.2,0.63,-0.2,-2.06,-0.2,60-69
2026-01-09,NHPC,70,80.97,-1.38,-2.68,-8.71,-2.68,70-79
2026-01-09,BDL,55,1515.11,-0.45,-0.27,-7.4,-0.45,50-59
2026-01-09,PHOENIXLTD,60,1904.2,-1.88,-3.32,-9.24,-3.32,60-69
2026-01-09,PERSISTENT,55,6394.06,-2.23,-0.22,-4.08,-2.23,50-59
2026-01-09,TATAELXSI,60,5590.74,-3.27,-1.5,-4.95,-3.27,60-69
2026-01-09,BALKRISIND,60,2356.01,2.81,3.7,2.05,1.52,60-69
2026-01-09,ASHOKLEY,50,184.61,-0.46,-1.87,2.78,-1.87,50-59
2026-01-09,IDFCFIRSTB,50,86.0,-3.41,-2.57,-3.5,-3.53,50-59
2026-01-09,INDIANB,60,815.53,1.62,2.31,5.23,-1.82,60-69
2026-01-09,HAVELLS,60,1453.19,-1.9,-2.65,-11.88,-2.65,60-69
2026-01-12,ICICIBANK,60,1413.1,0.38,-2.3,-3.66,-2.3,60-69
2026-01-12,SBIN,55,997.18,1.3,2.29,3.74,1.3,50-59
2026-01-12,HCLTECH,65,1624.51,0.05,3.7,3.9,-0.16,60-69
2026-01-12,AXISBANK,50,1274.2,1.93,2.61,3.26,-0.96,50-59
2026-01-12,DMART,50,3832.5,-0.06,-1.72,-4.22,-1.72,50-59
2026-01-12,ULTRACEMCO,60,12098.0,1.3,1.64,4.06,-0.45,60-69
2026-01-12,ASIANPAINT,80,2871.49,-2.85,-4.92,-9.45,-4.92,80-89
2026-01-12,COALINDIA,70,426.66,-0.02,-0.5,-2.17,-0.79,70-79
2026-01-12,NESTLEIND,55,1305.35,-0.4,0.24,-0.69,-0.4,50-59
2026-01-12,HAL,50,4481.17,-1.26,-0.31,-3.76,-1.99,50-59
2026-01-12,PIDILITIND,55,1500.8,-0.37,-1.73,-3.57,-1.73,50-59
2026-01-12,SBILIFE,75,2095.09,-1.39,-1.16,-2.85,-1.39,70-79
2026-01-12,BEL,60,415.93,-0.02,-1.17,-0.42,-1.78,60-69
2026-01-12,PFC,55,365.27,0.01,0.09,-2.73,-0.61,50-59
2026-01-12,GODREJCP,55,1224.76,-0.75,-0.32,-5.04,-0.75,50-59
2026-01-12,HINDALCO,60,920.15,3.83,2.15,4.53,1.58,60-69
2026-01-12,HINDZINC,50,616.98,4.13,5.12,15.75,0.25,50-59
2026-01-12,TVSMOTOR,50,3741.72,-1.72,-1.41,-4.97,-2.32,50-59
2026-01-12,ICICIPRULI,55,678.4,-1.69,-2.91,-5.42,-2.91,50-59
2026-01-12,DIVISLAB,50,6485.5,-2.0,-5.33,-6.62,-5.33,50-59
2026-01-12,IPCALAB,75,1527.8,-1.17,-3.15,-5.28,-3.15,70-79
2026-01-12,ALKEM,80,5820.08,-0.52,-2.5,-2.46,-2.5,80-89
2026-01-12,NHPC,65,81.33,-1.82,-4.08,-9.25,-4.08,60-69
2026-01-12,PHOENIXLTD,55,1885.1,-1.38,-5.43,-8.43,-5.43,50-59
2026-01-12,DABUR,75,524.0,-1.96,-2.15,-2.02,-2.15,70-79
2026-01-12,VOLTAS,65,1463.6,-1.93,-4.75,-9.37,-4.75,60-69
2026-01-12,BALKRISIND,55,2409.21,0.54,0.75,0.2,-0.73,50-59
2026-01-12,MUTHOOTFIN,55,3876.22,0.74,0.97,-1.06,0.44,50-59
2026-01-12,HAVELLS,60,1438.81,-0.92,-0.23,-10.86,-1.68,60-69
2026-01-13,TCS,70,3166.71,-0.09,-3.34,-0.3,-3.34,70-79
2026-01-13,ICICIBANK,80,1437.0,-1.82,-4.26,-4.82,-4.26,80-89
2026-01-13,SBIN,65,1010.24,1.35,0.77,3.41,-0.01,60-69
2026-01-13,HINDUNILVR,50,2365.44,-1.22,-0.44,-0.46,-1.51,50-59
2026-01-13,HCLTECH,70,1621.97,2.72,2.07,4.63,0.21,70-79
2026-01-13,ONGC,70,238.18,1.39,-1.39,10.17,-1.39,70-79
2026-01-13,ULTRACEMCO,60,12044.0,2.77,0.12,6.0,0.12,60-69
2026-01-13,COALINDIA,50,423.3,0.49,-3.17,3.53,-3.17,50-59
2026-01-13,NESTLEIND,60,1311.62,-0.21,-1.74,-1.99,-1.74,60-69
2026-01-13,PIDILITIND,50,1498.9,-1.49,-4.25,-2.55,-4.25,50-59
2026-01-13,PNB,50,121.0,6.3,1.0,-0.02,1.0,50-59
2026-01-13,HINDALCO,60,936.3,-0.18,-0.88,6.61,-0.88,60-69
2026-01-13,TVSMOTOR,55,3742.32,-2.33,-3.72,-0.72,-3.72,50-59
2026-01-13,ICICIPRULI,75,679.09,-0.51,-4.35,-5.73,-4.35,70-79
2026-01-13,TECHM,70,1573.9,3.45,3.94,9.17,-1.63,70-79
2026-01-13,TORNTPHARM,55,3905.7,1.98,0.93,0.47,0.93,50-59
2026-01-13,ALKEM,75,5816.61,-1.97,-3.53,-2.57,-3.53,70-79
2026-01-13,LUPIN,55,2179.0,-0.05,-0.49,-2.27,-0.49,50-59
2026-01-13,NHPC,50,79.98,-1.47,-4.73,-3.11,-4.73,50-59
2026-01-13,APOLLOTYRE,80,516.9,-2.3,-2.67,-3.75,-2.67,80-89
2026-01-13,BALKRISIND,65,2391.74,2.15,0.68,0.6,0.68,60-69
2026-01-13,MANAPPURAM,65,307.04,1.93,-2.01,-5.31,-2.01,60-69
2026-01-14,ICICIBANK,65,1418.4,-2.66,-4.89,-2.45,-4.89,60-69
2026-01-14,HCLTECH,55,1625.38,3.64,1.57,3.93,0.0,50-59
2026-01-14,ONGC,85,242.52,-2.06,-2.36,10.94,-3.16,80-89
2026-01-14,NTPC,75,346.48,-1.65,-2.98,2.59,-2.98,70-79
2026-01-14,AXISBANK,75,1298.8,0.67,-1.07,5.0,-1.07,70-79
2026-01-14,ULTRACEMCO,80,12255.0,0.34,-0.2,3.77,-1.6,80-89
2026-01-14,COALINDIA,75,426.56,-0.47,-4.2,5.45,-4.2,70-79
2026-01-14,BAJAJ-AUTO,50,9446.56,-1.57,-4.18,-0.7,-4.18,50-59
2026-01-14,JSWSTEEL,55,1175.05,0.19,-0.61,4.71,-1.84,50-59
2026-01-14,TATASTEEL,85,185.43,-0.52,-2.56,6.91,-3.01,80-89
2026-01-14,SBILIFE,55,2065.93,0.24,-0.65,-3.5,-0.95,50-59
2026-01-14,BEL,65,415.83,-1.15,-3.58,6.44,-3.58,60-69
2026-01-14,PNB,85,125.04,-0.49,-3.64,-2.67,-3.64,80-89
2026-01-14,BANKBARODA,60,298.06,-0.18,-2.81,-1.71,-2.81,60-69
2026-01-14,HINDALCO,55,955.35,-1.61,-1.69,7.19,-2.85,50-59
2026-01-14,HINDZINC,85,642.46,0.95,6.63,9.32,-2.51,80-89
2026-01-14,ICICIPRULI,65,666.94,-1.24,-3.31,-6.57,-3.31,60-69
2026-01-14,IPCALAB,60,1517.0,-2.46,-2.07,-3.05,-2.46,60-69
2026-01-14,LAURUSLABS,55,1089.42,-2.55,-9.41,-10.75,-9.41,50-59
2026-01-14,ALKEM,60,5783.87,-1.89,-1.23,-2.62,-2.98,60-69
2026-01-14,TATAELXSI,60,5408.02,1.05,-2.86,-3.14,-2.86,60-69
2026-01-14,APOLLOTYRE,75,524.3,-3.39,-4.92,-6.86,-4.92,70-79
2026-01-14,BALKRISIND,90,2422.29,0.21,-0.38,-2.57,-0.59,90-100
2026-01-14,INDIANB,65,828.75,1.45,0.49,7.46,0.0,60-69
2026-01-16,TCS,60,3163.8,-2.62,-1.38,-1.16,-3.26,60-69
2026-01-16,ICICIBANK,65,1410.8,-4.38,-4.78,-4.11,-4.78,60-69
2026-01-16,SBIN,70,1023.85,-1.31,-1.23,-1.3,-1.31,70-79
2026-01-16,INFY,85,1654.01,-2.09,-1.12,-3.57,-2.09,80-89
2026-01-16,HCLTECH,75,1666.1,-0.91,0.53,-1.25,-0.91,70-79
2026-01-16,ONGC,60,241.49,-1.94,-0.69,2.74,-2.74,60-69
2026-01-16,NTPC,55,343.75,-2.21,-2.79,1.15,-2.79,50-59
2026-01-16,AXISBANK,55,1294.2,-0.72,-2.8,1.34,-2.8,50-59
2026-01-16,ULTRACEMCO,85,12378.0,-1.19,-0.07,1.27,-2.58,80-89
2026-01-16,BAJAJ-AUTO,55,9357.31,-3.27,-0.8,0.08,-3.27,50-59
2026-01-16,NESTLEIND,55,1308.83,-2.49,-1.68,-0.58,-2.49,50-59
2026-01-16,WIPRO,65,260.72,-10.43,-10.86,-7.06,-10.86,60-69
2026-01-16,JSWSTEEL,55,1180.52,-1.07,-1.46,1.0,-2.3,50-59
2026-01-16,SBILIFE,50,2078.11,-1.23,-3.77,-3.84,-3.77,50-59
2026-01-16,PNB,65,128.62,-6.32,-9.22,-7.81,-9.22,60-69
2026-01-16,BANKBARODA,65,298.59,-2.98,-3.93,-9.94,-3.93,60-69
2026-01-16,GODREJCP,50,1225.46,-1.16,0.28,-4.99,-1.16,50-59
2026-01-16,ICICIPRULI,70,675.66,-4.56,-5.8,-5.34,-5.8,70-79
2026-01-16,TECHM,90,1628.19,0.97,1.83,3.2,0.48,90-100
2026-01-16,MARICO,55,760.15,-1.6,-2.53,-4.97,-2.53,50-59
2026-01-16,ALKEM,65,5789.83,-3.08,-1.47,-5.4,-3.08,60-69
2026-01-16,LUPIN,65,2177.9,-1.71,-1.87,-2.23,-1.87,60-69
2026-01-16,PERSISTENT,65,6380.11,-2.51,-3.87,-4.66,-3.87,60-69
2026-01-16,MPHASIS,75,2886.5,-3.03,-4.63,-4.33,-4.63,70-79
2026-01-16,TATAELXSI,60,5506.75,-4.6,-3.5,-2.95,-4.6,60-69
2026-01-16,PAYTM,60,1342.5,-7.94,-15.17,-12.74,-15.17,60-69
2026-01-16,TATACONSUM,55,1179.12,-2.14,-2.99,-5.36,-2.99,50-59
2026-01-16,BALKRISIND,75,2443.15,-1.23,-1.59,-6.11,-1.59,70-79
2026-01-16,ASHOKLEY,50,181.16,-1.63,4.74,5.51,-1.88,50-59
2026-01-16,FEDERALBNK,90,270.25,2.16,3.07,4.09,1.11,90-100
2026-01-16,AUBANK,90,1025.4,-2.97,-5.78,-5.87,-5.78,90-100
2026-01-19,HCLTECH,55,1684.55,-0.8,0.2,-1.25,-2.0,50-59
2026-01-19,AXISBANK,75,1307.5,-0.97,0.63,3.72,-3.79,70-79
2026-01-19,ULTRACEMCO,55,12297.0,0.54,2.37,2.38,-1.94,50-59
2026-01-19,JSWSTEEL,60,1177.34,0.03,3.2,3.83,-2.04,60-69
2026-01-19,PNB,75,124.43,-2.26,-3.98,-3.27,-6.17,70-79
2026-01-19,BANKBARODA,55,297.53,-0.6,-1.68,-7.08,-3.58,50-59
2026-01-19,HINDZINC,70,648.55,1.19,10.12,-4.87,1.19,70-79
2026-01-19,TECHM,75,1674.78,-1.8,1.56,-0.1,-2.32,70-79
2026-01-19,TORNTPHARM,60,4050.72,-1.62,-2.18,-1.0,-3.78,60-69
2026-01-19,ALKEM,55,5702.03,0.18,0.1,-0.79,-1.59,50-59
2026-01-19,LUPIN,55,2177.1,-0.64,-1.22,0.4,-1.83,50-59
2026-01-19,PERSISTENT,60,6414.99,-1.83,-3.1,-2.13,-4.4,60-69
2026-01-19,COLPAL,80,2152.62,0.07,-1.11,-1.8,-2.94,80-89
2026-01-19,BALKRISIND,70,2427.38,-0.21,-0.55,5.95,-0.95,70-79
2026-01-19,FEDERALBNK,90,279.7,0.89,1.88,2.07,-2.31,90-100
2026-01-20,SBIN,50,1018.05,-0.67,2.61,3.07,-0.75,50-59
2026-01-20,INFY,55,1623.76,0.72,0.46,-7.42,-0.27,50-59
2026-01-20,AXISBANK,60,1293.5,-2.74,2.03,3.49,-2.74,60-69
2026-01-20,BEL,55,407.61,0.33,10.66,7.29,-1.64,50-59
2026-01-20,PNB,60,122.22,-4.47,-1.01,-1.69,-4.47,60-69
2026-01-20,GODREJCP,65,1222.88,0.49,-5.06,-5.96,-5.06,60-69
2026-01-20,HINDZINC,80,668.54,2.64,4.03,-6.1,-1.84,80-89
2026-01-20,TECHM,60,1635.99,1.35,5.03,-1.98,0.49,60-69
2026-01-20,ALKEM,55,5674.75,0.52,0.03,-1.17,-1.12,50-59
2026-01-20,TATACONSUM,60,1175.06,-2.66,-4.49,-2.7,-4.49,60-69
2026-01-20,FEDERALBNK,65,273.25,1.94,4.1,5.18,1.04,60-69
2026-01-21,SBIN,60,1010.44,2.38,3.65,4.36,0.08,60-69
2026-01-21,INFY,60,1619.36,1.71,0.31,-8.11,0.31,60-69
2026-01-21,ULTRACEMCO,50,12231.0,2.93,3.97,4.43,1.09,50-59
2026-01-21,TATASTEEL,60,180.68,4.27,9.71,7.24,1.74,60-69
2026-01-21,HINDZINC,55,685.03,4.25,2.53,-12.44,-4.2,50-59
2026-01-21,TECHM,60,1643.98,3.46,4.84,-2.4,0.04,60-69
2026-01-21,JINDALSTEL,55,1041.4,3.77,11.35,13.12,2.13,50-59
2026-01-21,TORNTPHARM,55,3946.84,0.39,-1.3,-0.14,-1.3,50-59
2026-01-21,DABUR,70,516.2,-0.54,-1.11,-2.31,-1.11,70-79
2026-01-21,MUTHOOTFIN,70,3873.84,-1.0,4.74,-8.39,-2.66,70-79
2026-01-21,AUBANK,60,994.9,-3.15,-0.7,-0.89,-3.27,60-69
2026-01-22,SBIN,70,1029.79,1.45,2.75,1.72,-1.8,70-79
2026-01-22,INFY,60,1628.27,0.18,-1.35,-9.4,-1.35,60-69
2026-01-22,HINDUNILVR,50,2366.53,-0.51,-0.74,1.41,-1.59,50-59
2026-01-22,AXISBANK,60,1294.8,1.93,5.84,3.61,-2.84,60-69
2026-01-22,ULTRACEMCO,65,12364.0,3.26,2.67,2.9,0.04,60-69
2026-01-22,COALINDIA,60,417.68,4.93,4.15,2.27,-1.13,60-69
2026-01-22,TATASTEEL,65,185.28,2.51,2.13,4.21,-0.79,60-69
2026-01-22,BEL,55,415.53,8.55,7.6,2.96,-1.58,50-59
2026-01-22,GODREJCP,55,1234.47,-5.96,-6.97,-4.74,-7.28,50-59
2026-01-22,HINDALCO,60,944.45,5.69,1.92,-0.2,0.62,60-69
2026-01-22,HINDZINC,65,656.26,5.98,-5.95,-8.87,-5.95,60-69
2026-01-22,TECHM,70,1644.66,4.47,3.3,-4.0,0.81,70-79
2026-01-22,JINDALSTEL,65,1076.0,4.03,5.2,10.59,-1.15,60-69
2026-01-22,ALKEM,60,5712.45,-0.63,-1.41,-1.29,-1.41,60-69
2026-01-22,COLPAL,75,2154.21,-1.16,-3.0,-2.13,-3.07,70-79
2026-01-22,DABUR,75,525.35,-1.83,-3.57,-3.25,-3.57,70-79
2026-01-22,SONACOMS,50,466.23,5.33,6.02,9.82,-2.77,50-59
2026-01-22,ASHOKLEY,70,187.09,2.65,3.37,6.08,1.42,70-79
2026-01-22,FEDERALBNK,80,282.2,0.8,1.97,1.63,-1.29,80-89
2026-01-22,INDIANB,85,878.05,0.18,1.67,-2.85,-2.26,80-89
2026-01-23,SBIN,60,1011.27,3.56,-0.08,11.32,-0.08,60-69
2026-01-23,ULTRACEMCO,60,12369.0,2.81,1.34,5.49,1.34,60-69
2026-01-23,HINDZINC,75,686.16,2.36,-12.68,-9.96,-12.68,70-79
2026-01-23,JINDALSTEL,70,1063.6,9.03,5.78,11.99,1.61,70-79
2026-01-23,DRREDDY,55,1235.6,-2.16,-4.3,3.23,-4.3,50-59
2026-01-23,DABUR,50,519.0,-1.65,-3.85,-0.89,-3.85,50-59
2026-01-23,ASHOKLEY,80,189.74,0.56,0.74,6.64,0.01,80-89
2026-01-23,FEDERALBNK,50,278.55,3.25,0.99,2.91,0.99,50-59
2026-01-23,BANDHANBNK,80,149.33,1.78,-0.52,8.53,-0.52,80-89
2026-01-23,INDIANB,65,858.17,3.77,-4.75,2.97,-4.75,60-69
2026-01-27,SBIN,80,1034.5,2.28,1.05,8.64,-2.32,80-89
2026-01-27,INFY,70,1647.06,-2.48,-1.59,-10.99,-3.17,70-79
2026-01-27,HINDUNILVR,50,2376.72,-1.16,-1.35,2.2,-2.01,50-59
2026-01-27,HCLTECH,70,1687.89,-1.43,-1.45,-8.55,-2.52,70-79
2026-01-27,ONGC,60,242.25,8.47,3.65,9.76,2.42,60-69
2026-01-27,NTPC,55,342.12,3.28,4.02,7.24,0.97,50-59
2026-01-27,AXISBANK,95,1315.8,4.15,3.07,3.11,-0.33,90-100
2026-01-27,ULTRACEMCO,100,12589.0,0.83,0.01,3.45,-0.43,90-100
2026-01-27,JSWSTEEL,85,1215.02,-0.62,0.61,1.81,-1.87,80-89
2026-01-27,TATASTEEL,80,188.39,0.44,0.34,8.18,-1.96,80-89
2026-01-27,GRASIM,65,2856.2,-1.3,-1.66,3.42,-2.86,60-69
2026-01-27,HINDALCO,80,961.85,0.08,-0.68,0.73,-3.26,80-89
2026-01-27,HINDZINC,60,714.15,-13.57,-13.61,-15.06,-16.1,60-69
2026-01-27,TECHM,60,1700.9,-0.11,-1.64,-5.76,-1.64,60-69
2026-01-27,JINDALSTEL,60,1080.7,4.75,6.38,10.24,3.58,60-69
2026-01-27,TORNTPHARM,55,3962.3,-0.92,1.21,2.06,-1.68,50-59
2026-01-27,DRREDDY,50,1239.8,-1.75,-0.35,1.31,-4.62,50-59
2026-01-27,TATACONSUM,60,1177.44,-4.51,-2.69,-2.96,-6.75,60-69
2026-01-27,SONACOMS,85,484.81,1.96,9.05,9.23,1.28,80-89
2026-01-27,BALKRISIND,65,2414.01,-4.65,6.54,12.52,-4.98,60-69
2026-01-27,ASHOKLEY,80,189.76,1.91,3.56,8.67,0.55,80-89
2026-01-27,FEDERALBNK,55,284.95,0.98,0.19,-0.95,-1.28,50-59
2026-01-27,BANDHANBNK,55,149.02,3.78,4.01,11.86,-0.31,50-59
2026-01-27,JSL,60,809.05,1.67,0.04,-2.65,-0.56,60-69
2026-01-28,SBIN,75,1044.67,-3.27,0.44,11.23,-3.27,70-79
2026-01-28,INFY,65,1631.2,-2.23,-7.84,-11.68,-7.84,60-69
2026-01-28,HCLTECH,70,1697.11,-3.05,-6.23,-10.29,-6.23,70-79
2026-01-28,ONGC,70,262.41,-5.45,-0.61,2.24,-5.45,70-79
2026-01-28,NTPC,55,345.44,0.66,5.52,6.66,0.66,50-59
2026-01-28,AXISBANK,90,1319.8,-0.63,1.43,2.08,-0.63,90-100
2026-01-28,ULTRACEMCO,75,12767.0,-1.82,0.31,1.58,-1.82,70-79
2026-01-28,COALINDIA,70,438.26,-4.63,-2.06,-4.68,-4.63,70-79
2026-01-28,IOC,55,160.82,1.08,6.1,11.34,0.15,50-59
2026-01-28,HAL,80,4585.9,-6.17,-8.8,-10.62,-8.8,80-89
2026-01-28,JSWSTEEL,60,1211.74,-1.6,0.78,2.5,-1.6,60-69
2026-01-28,TATASTEEL,70,189.93,-2.75,0.8,7.09,-2.75,70-79
2026-01-28,BEL,70,451.08,-3.07,-3.05,-3.41,-3.1,70-79
2026-01-28,BANKBARODA,50,296.61,-9.34,-5.01,-4.9,-9.34,50-59
2026-01-28,ABB,50,5022.96,8.42,14.11,15.51,8.42,50-59
2026-01-28,BPCL,55,352.41,4.06,8.52,9.99,0.59,50-59
2026-01-28,PFC,70,376.32,0.68,8.24,8.56,-0.97,70-79
2026-01-28,HINDALCO,65,998.2,-6.78,-3.33,-3.23,-6.78,60-69
2026-01-28,HINDZINC,65,695.49,-13.85,-9.74,-11.25,-13.85,60-69
2026-01-28,TVSMOTOR,65,3715.41,-2.22,-0.03,3.67,-2.22,60-69
2026-01-28,TECHM,60,1718.25,-2.21,-6.67,-7.29,-6.67,60-69
2026-01-28,JINDALSTEL,80,1119.4,0.51,4.28,6.35,0.51,80-89
2026-01-28,RVNL,50,341.43,-5.75,-6.28,-7.29,-6.28,50-59
2026-01-28,BDL,65,1564.43,-15.53,-16.94,-18.01,-16.94,60-69
2026-01-28,COCHINSHIP,65,1619.14,-6.83,-7.22,-6.51,-7.22,60-69
2026-01-28,GRSE,75,2511.73,2.57,0.42,-1.12,0.42,70-79
2026-01-28,TANLA,60,512.74,-5.26,-4.32,-5.41,-5.26,60-69
2026-01-28,SONACOMS,70,491.07,1.42,8.19,9.24,-0.01,70-79
2026-01-28,BHARATFORG,55,1453.03,-1.06,9.04,14.89,-1.45,50-59
2026-01-28,ASHOKLEY,75,192.05,-0.48,2.86,5.64,-0.65,70-79
2026-01-28,BANDHANBNK,65,153.35,-3.12,2.6,9.72,-3.12,60-69
2026-01-28,INDIANB,55,879.61,-7.07,-2.13,-0.12,-7.07,50-59
2026-01-29,SBIN,80,1047.32,-0.19,0.68,11.84,-3.52,80-89
2026-01-29,ONGC,65,269.06,-6.68,-2.25,0.35,-7.79,60-69
2026-01-29,NTPC,80,355.47,0.11,2.47,3.6,-2.18,80-89
2026-01-29,AXISBANK,90,1363.7,-0.55,-2.43,-1.74,-3.83,90-100
2026-01-29,COALINDIA,65,449.8,-5.78,-5.24,-8.03,-7.08,60-69
2026-01-29,IOC,60,161.06,2.75,7.77,9.21,0.09,60-69
2026-01-29,HAL,50,4563.09,-2.84,-12.29,-9.61,-12.29,50-59
2026-01-29,JSWSTEEL,80,1230.43,-0.65,0.19,0.84,-3.09,80-89
2026-01-29,TATASTEEL,65,198.23,-4.64,-2.25,2.86,-6.83,60-69
2026-01-29,SIEMENS,60,3096.3,3.73,6.58,1.69,-0.21,60-69
